date,home_team,away_team,home_score,away_score,team_a,team_b
1993-08-14,Oldham,Ipswich,0.0,3.0,Ipswich,Oldham
1993-08-14,Sheffield United,Swindon,3.0,1.0,Sheffield United,Swindon
1993-08-18,Swindon,Oldham,0.0,1.0,Oldham,Swindon
1993-08-21,Blackburn,Oldham,1.0,0.0,Blackburn,Oldham
1993-08-22,Swindon,Liverpool,0.0,5.0,Liverpool,Swindon
1993-08-24,Oldham,Coventry,3.0,3.0,Coventry,Oldham
1993-08-24,Sheffield United,Wimbledon,2.0,1.0,Sheffield United,Wimbledon
1993-08-25,Norwich,Ipswich,1.0,0.0,Ipswich,Norwich
1993-08-25,Southampton,Swindon,5.0,1.0,Southampton,Swindon
1993-08-28,Sheffield United,Ipswich,1.0,1.0,Ipswich,Sheffield United
1993-08-28,Norwich,Swindon,0.0,0.0,Norwich,Swindon
1993-08-28,Oldham,Wimbledon,1.0,1.0,Oldham,Wimbledon
1993-08-30,Leeds,Oldham,1.0,0.0,Leeds,Oldham
1993-09-01,QPR,Sheffield United,2.0,1.0,QPR,Sheffield United
1993-09-01,Sheffield Weds,Norwich,3.0,3.0,Norwich,Sheffield Weds
1993-09-01,Swindon,Man City,1.0,3.0,Man City,Swindon
1993-09-05,Tenerife,Lerida,1.0,0.0,Lerida,Tenerife
1993-09-11,West Ham,Swindon,0.0,0.0,Swindon,West Ham
1993-09-11,Oldham,Everton,0.0,1.0,Everton,Oldham
1993-09-11,Norwich,Wimbledon,0.0,1.0,Norwich,Wimbledon
1993-09-12,Lerida,Ath Bilbao,1.0,2.0,Ath Bilbao,Lerida
1993-09-18,Tottenham,Oldham,5.0,0.0,Oldham,Tottenham
1993-09-18,Swindon,Newcastle,2.0,2.0,Newcastle,Swindon
1993-09-18,Leeds,Sheffield United,2.0,1.0,Leeds,Sheffield United
1993-09-19,Lerida,Vallecano,0.0,1.0,Lerida,Vallecano
1993-09-25,Oldham,Aston Villa,1.0,1.0,Aston Villa,Oldham
1993-09-25,Man United,Swindon,4.0,2.0,Man United,Swindon
1993-09-26,Logrones,Lerida,2.0,1.0,Lerida,Logrones
1993-10-02,Norwich,Coventry,1.0,0.0,Coventry,Norwich
1993-10-02,Swindon,Blackburn,1.0,3.0,Blackburn,Swindon
1993-10-02,QPR,Ipswich,3.0,0.0,Ipswich,QPR
1993-10-03,Vallecano,Logrones,3.0,1.0,Logrones,Vallecano
1993-10-03,Lerida,Valencia,1.0,1.0,Lerida,Valencia
1993-10-04,Man City,Oldham,1.0,1.0,Man City,Oldham
1993-10-06,Celta,Lerida,1.0,0.0,Celta,Lerida
1993-10-16,Swindon,Everton,1.0,1.0,Everton,Swindon
1993-10-16,Liverpool,Oldham,2.0,1.0,Liverpool,Oldham
1993-10-17,Lerida,Sp Gijon,1.0,1.0,Lerida,Sp Gijon
1993-10-18,Blackburn,Sheffield United,0.0,0.0,Blackburn,Sheffield United
1993-10-23,Tottenham,Swindon,1.0,1.0,Swindon,Tottenham
1993-10-23,Sheffield United,Sheffield Weds,1.0,1.0,Sheffield United,Sheffield Weds
1993-10-23,Oldham,Arsenal,0.0,0.0,Arsenal,Oldham
1993-10-24,Real Madrid,Lerida,5.0,0.0,Lerida,Real Madrid
1993-10-25,Wimbledon,Ipswich,0.0,2.0,Ipswich,Wimbledon
1993-10-30,Swindon,Aston Villa,1.0,2.0,Aston Villa,Swindon
1993-10-30,Chelsea,Oldham,0.0,1.0,Chelsea,Oldham
1993-10-31,Lerida,Sevilla,0.0,3.0,Lerida,Sevilla
1993-10-31,Coventry,Sheffield United,0.0,0.0,Coventry,Sheffield United
1993-11-06,Wimbledon,Swindon,3.0,0.0,Swindon,Wimbledon
1993-11-06,Sheffield United,Norwich,1.0,2.0,Norwich,Sheffield United
1993-11-06,Ipswich,Sheffield Weds,1.0,4.0,Ipswich,Sheffield Weds
1993-11-07,Sociedad,Lerida,1.0,3.0,Lerida,Sociedad
1993-11-08,Oldham,Newcastle,1.0,3.0,Newcastle,Oldham
1993-11-10,Lerida,Albacete,0.0,1.0,Albacete,Lerida
1993-11-20,West Ham,Oldham,2.0,0.0,Oldham,West Ham
1993-11-20,Swindon,Ipswich,2.0,2.0,Ipswich,Swindon
1993-11-21,Barcelona,Lerida,0.0,1.0,Barcelona,Lerida
1993-11-21,Albacete,Vallecano,1.0,1.0,Albacete,Vallecano
1993-11-24,Swindon,QPR,1.0,0.0,QPR,Swindon
1993-11-24,Sheffield Weds,Oldham,3.0,0.0,Oldham,Sheffield Weds
1993-11-27,Oldham,Norwich,2.0,1.0,Norwich,Oldham
1993-11-27,Leeds,Swindon,3.0,0.0,Leeds,Swindon
1993-11-28,Lerida,Zaragoza,0.0,1.0,Lerida,Zaragoza
1993-11-28,Logrones,Albacete,2.0,2.0,Albacete,Logrones
1993-12-04,Swindon,Sheffield United,0.0,0.0,Sheffield United,Swindon
1993-12-04,Ipswich,Oldham,0.0,0.0,Ipswich,Oldham
1993-12-05,Osasuna,Lerida,1.0,0.0,Lerida,Osasuna
1993-12-07,Oldham,Swindon,2.0,1.0,Oldham,Swindon
1993-12-11,Oldham,Blackburn,1.0,2.0,Blackburn,Oldham
1993-12-11,Liverpool,Swindon,2.0,2.0,Liverpool,Swindon
1993-12-12,Lerida,Valladolid,1.0,0.0,Lerida,Valladolid
1993-12-13,Norwich,Leeds,2.0,1.0,Leeds,Norwich
1993-12-18,Coventry,Oldham,1.0,1.0,Coventry,Oldham
1993-12-18,Swindon,Southampton,2.0,1.0,Southampton,Swindon
1993-12-18,Ipswich,Norwich,2.0,1.0,Ipswich,Norwich
1993-12-18,Wimbledon,Sheffield United,2.0,0.0,Sheffield United,Wimbledon
1993-12-19,La Coruna,Lerida,2.0,0.0,La Coruna,Lerida
1993-12-19,Osasuna,Logrones,1.0,3.0,Logrones,Osasuna
1993-12-27,Swindon,Arsenal,0.0,4.0,Arsenal,Swindon
1993-12-27,QPR,Oldham,2.0,0.0,Oldham,QPR
1993-12-29,Oldham,Man United,2.0,5.0,Man United,Oldham
1993-12-29,Sheffield Weds,Swindon,3.0,3.0,Sheffield Weds,Swindon
1994-01-01,Swindon,Chelsea,1.0,3.0,Chelsea,Swindon
1994-01-01,Sheffield United,Oldham,2.0,1.0,Oldham,Sheffield United
1994-01-02,Lerida,Oviedo,1.0,1.0,Lerida,Oviedo
1994-01-03,Coventry,Swindon,1.0,1.0,Coventry,Swindon
1994-01-09,Ath Madrid,Lerida,0.0,0.0,Ath Madrid,Lerida
1994-01-15,Sheffield United,Blackburn,1.0,2.0,Blackburn,Sheffield United
1994-01-15,Oldham,Liverpool,0.0,3.0,Liverpool,Oldham
1994-01-15,Everton,Swindon,6.0,2.0,Everton,Swindon
1994-01-16,Lerida,Santander,0.0,0.0,Lerida,Santander
1994-01-22,Ipswich,Wimbledon,0.0,0.0,Ipswich,Wimbledon
1994-01-22,Arsenal,Oldham,1.0,1.0,Arsenal,Oldham
1994-01-22,Swindon,Tottenham,2.0,1.0,Swindon,Tottenham
1994-01-22,Sheffield Weds,Sheffield United,3.0,1.0,Sheffield United,Sheffield Weds
1994-01-22,Coventry,QPR,0.0,1.0,Coventry,QPR
1994-01-23,Lerida,Tenerife,1.0,1.0,Lerida,Tenerife
1994-01-23,Logrones,Ath Madrid,1.0,0.0,Ath Madrid,Logrones
1994-01-30,Santander,Logrones,0.0,0.0,Logrones,Santander
1994-01-30,Ath Bilbao,Lerida,4.0,0.0,Ath Bilbao,Lerida
1994-02-05,Oldham,Southampton,2.0,1.0,Oldham,Southampton
1994-02-05,Swindon,Coventry,3.0,1.0,Coventry,Swindon
1994-02-06,Logrones,Tenerife,1.0,2.0,Logrones,Tenerife
1994-02-06,Vallecano,Lerida,1.0,2.0,Lerida,Vallecano
1994-02-12,Aston Villa,Swindon,5.0,0.0,Aston Villa,Swindon
1994-02-12,Oldham,Chelsea,2.0,1.0,Chelsea,Oldham
1994-02-12,Sheffield United,Coventry,0.0,0.0,Coventry,Sheffield United
1994-02-13,Lerida,Logrones,1.0,1.0,Lerida,Logrones
1994-02-13,Osasuna,Albacete,3.0,1.0,Albacete,Osasuna
1994-02-19,Swindon,Norwich,3.0,3.0,Norwich,Swindon
1994-02-20,Valencia,Lerida,3.0,3.0,Lerida,Valencia
1994-02-20,Logrones,Vallecano,1.0,1.0,Logrones,Vallecano
1994-02-23,Lerida,Celta,0.0,0.0,Celta,Lerida
1994-02-23,Ath Bilbao,Logrones,0.0,0.0,Ath Bilbao,Logrones
1994-02-26,Ipswich,Sheffield United,3.0,2.0,Ipswich,Sheffield United
1994-02-26,Man City,Swindon,2.0,1.0,Man City,Swindon
1994-02-26,Norwich,Sheffield Weds,1.0,1.0,Norwich,Sheffield Weds
1994-02-27,Albacete,Oviedo,5.0,0.0,Albacete,Oviedo
1994-02-27,Sp Gijon,Lerida,1.0,1.0,Lerida,Sp Gijon
1994-02-27,Valencia,Logrones,3.0,1.0,Logrones,Valencia
1994-02-28,Oldham,Leeds,1.0,1.0,Leeds,Oldham
1994-03-05,Wimbledon,Norwich,3.0,1.0,Norwich,Wimbledon
1994-03-05,Swindon,West Ham,1.0,1.0,Swindon,West Ham
1994-03-05,Everton,Oldham,2.0,1.0,Everton,Oldham
1994-03-06,Lerida,Real Madrid,2.0,1.0,Lerida,Real Madrid
1994-03-06,Logrones,Celta,1.0,1.0,Celta,Logrones
1994-03-12,Man City,Wimbledon,0.0,1.0,Man City,Wimbledon
1994-03-12,Newcastle,Swindon,7.0,1.0,Newcastle,Swindon
1994-03-13,Sheffield United,Leeds,2.0,2.0,Leeds,Sheffield United
1994-03-13,Sevilla,Lerida,2.0,1.0,Lerida,Sevilla
1994-03-13,Sp Gijon,Logrones,1.0,2.0,Logrones,Sp Gijon
1994-03-16,Sheffield United,QPR,1.0,1.0,QPR,Sheffield United
1994-03-19,Swindon,Man United,2.0,2.0,Man United,Swindon
1994-03-19,Aston Villa,Oldham,1.0,2.0,Aston Villa,Oldham
1994-03-19,QPR,Wimbledon,1.0,0.0,QPR,Wimbledon
1994-03-20,Lerida,Sociedad,1.0,0.0,Lerida,Sociedad
1994-03-20,Logrones,Real Madrid,3.0,4.0,Logrones,Real Madrid
1994-03-20,Tenerife,Albacete,2.0,1.0,Albacete,Tenerife
1994-03-20,Oviedo,Osasuna,1.0,0.0,Osasuna,Oviedo
1994-03-26,Sheffield United,Southampton,0.0,0.0,Sheffield United,Southampton
1994-03-26,Blackburn,Swindon,3.0,1.0,Blackburn,Swindon
1994-03-26,Ipswich,QPR,1.0,3.0,Ipswich,QPR
1994-03-26,Oldham,Man City,0.0,0.0,Man City,Oldham
1994-03-26,Coventry,Norwich,2.0,1.0,Coventry,Norwich
1994-03-27,Sevilla,Logrones,4.0,1.0,Logrones,Sevilla
1994-03-27,Albacete,Lerida,2.0,1.0,Albacete,Lerida
1994-03-30,Southampton,Oldham,1.0,3.0,Oldham,Southampton
1994-04-02,Oldham,QPR,4.0,1.0,Oldham,QPR
1994-04-02,Arsenal,Swindon,1.0,1.0,Arsenal,Swindon
1994-04-03,Logrones,Sociedad,2.0,0.0,Logrones,Sociedad
1994-04-03,Lerida,Barcelona,1.0,2.0,Barcelona,Lerida
1994-04-03,Vallecano,Albacete,0.0,0.0,Albacete,Vallecano
1994-04-04,Ipswich,Coventry,0.0,2.0,Coventry,Ipswich
1994-04-04,Swindon,Sheffield Weds,0.0,1.0,Sheffield Weds,Swindon
1994-04-04,QPR,Leeds,0.0,4.0,Leeds,QPR
1994-04-04,Man United,Oldham,3.0,2.0,Man United,Oldham
1994-04-06,Zaragoza,Lerida,1.0,1.0,Lerida,Zaragoza
1994-04-06,Osasuna,Tenerife,1.0,0.0,Osasuna,Tenerife
1994-04-06,Albacete,Logrones,2.0,2.0,Albacete,Logrones
1994-04-09,Sheffield Weds,QPR,3.0,1.0,QPR,Sheffield Weds
1994-04-10,Lerida,Osasuna,1.0,2.0,Lerida,Osasuna
1994-04-10,Logrones,Barcelona,0.0,0.0,Barcelona,Logrones
1994-04-16,Ipswich,Swindon,1.0,1.0,Ipswich,Swindon
1994-04-16,Oldham,West Ham,1.0,2.0,Oldham,West Ham
1994-04-17,Zaragoza,Logrones,1.0,1.0,Logrones,Zaragoza
1994-04-17,Valladolid,Lerida,0.0,2.0,Lerida,Valladolid
1994-04-23,Newcastle,Oldham,3.0,2.0,Newcastle,Oldham
1994-04-23,Sheffield Weds,Ipswich,5.0,0.0,Ipswich,Sheffield Weds
1994-04-23,Swindon,Wimbledon,2.0,4.0,Swindon,Wimbledon
1994-04-23,Norwich,Sheffield United,0.0,1.0,Norwich,Sheffield United
1994-04-24,Logrones,Osasuna,3.0,2.0,Logrones,Osasuna
1994-04-24,Sp Gijon,Albacete,1.0,0.0,Albacete,Sp Gijon
1994-04-24,Lerida,La Coruna,0.0,0.0,La Coruna,Lerida
1994-04-26,Wimbledon,Oldham,3.0,0.0,Oldham,Wimbledon
1994-04-27,Chelsea,Swindon,2.0,0.0,Chelsea,Swindon
1994-04-30,QPR,Swindon,1.0,3.0,QPR,Swindon
1994-04-30,Oldham,Sheffield Weds,0.0,0.0,Oldham,Sheffield Weds
1994-05-01,Valladolid,Logrones,2.0,0.0,Logrones,Valladolid
1994-05-01,Oviedo,Lerida,0.0,0.0,Lerida,Oviedo
1994-05-03,Oldham,Sheffield United,1.0,1.0,Oldham,Sheffield United
1994-05-05,Oldham,Tottenham,0.0,2.0,Oldham,Tottenham
1994-05-07,Sheffield Weds,Man City,1.0,1.0,Man City,Sheffield Weds
1994-05-07,Norwich,Oldham,1.0,1.0,Norwich,Oldham
1994-05-07,Swindon,Leeds,0.0,5.0,Leeds,Swindon
1994-05-07,Blackburn,Ipswich,0.0,0.0,Blackburn,Ipswich
1994-05-08,Lerida,Ath Madrid,0.0,1.0,Ath Madrid,Lerida
1994-05-08,Logrones,La Coruna,0.0,2.0,La Coruna,Logrones
1994-05-15,Santander,Lerida,2.0,1.0,Lerida,Santander
1994-05-15,Oviedo,Logrones,1.0,2.0,Logrones,Oviedo
1994-08-20,Ipswich,Nott'm Forest,0.0,1.0,Ipswich,Nott'm Forest
1994-08-23,Wimbledon,Ipswich,1.0,1.0,Ipswich,Wimbledon
1994-08-24,QPR,Sheffield Weds,3.0,2.0,QPR,Sheffield Weds
1994-08-27,QPR,Ipswich,1.0,2.0,Ipswich,QPR
1994-08-31,Leicester,QPR,1.0,1.0,Leicester,QPR
1994-08-31,Sheffield Weds,Norwich,0.0,0.0,Norwich,Sheffield Weds
1994-09-04,Logrones,Betis,0.0,0.0,Betis,Logrones
1994-09-10,QPR,Coventry,2.0,2.0,Coventry,QPR
1994-09-10,Real Madrid,Logrones,2.0,0.0,Logrones,Real Madrid
1994-09-17,Crystal Palace,Wimbledon,0.0,0.0,Crystal Palace,Wimbledon
1994-09-17,Sheffield Weds,Man City,1.0,1.0,Man City,Sheffield Weds
1994-09-18,Sevilla,Logrones,1.0,0.0,Logrones,Sevilla
1994-09-19,Ipswich,Norwich,1.0,2.0,Ipswich,Norwich
1994-09-24,QPR,Wimbledon,0.0,1.0,QPR,Wimbledon
1994-09-25,Logrones,Albacete,1.0,1.0,Albacete,Logrones
1994-10-02,Ath Bilbao,Logrones,1.0,0.0,Ath Bilbao,Logrones
1994-10-02,Nott'm Forest,QPR,3.0,2.0,Nott'm Forest,QPR
1994-10-08,Norwich,Leeds,2.0,1.0,Leeds,Norwich
1994-10-09,Logrones,Sp Gijon,1.0,3.0,Logrones,Sp Gijon
1994-10-10,Coventry,Ipswich,2.0,0.0,Coventry,Ipswich
1994-10-16,Santander,Logrones,3.0,0.0,Logrones,Santander
1994-10-16,Ipswich,Sheffield Weds,1.0,2.0,Ipswich,Sheffield Weds
1994-10-16,Sp Gijon,Albacete,3.0,2.0,Albacete,Sp Gijon
1994-10-23,Logrones,Espanol,1.0,1.0,Espanol,Logrones
1994-10-30,Wimbledon,Norwich,1.0,0.0,Norwich,Wimbledon
1994-10-30,Compostela,Logrones,2.0,0.0,Compostela,Logrones
1994-11-02,Coventry,Crystal Palace,1.0,4.0,Coventry,Crystal Palace
1994-11-05,Crystal Palace,Ipswich,3.0,0.0,Crystal Palace,Ipswich
1994-11-06,Logrones,Zaragoza,0.0,0.0,Logrones,Zaragoza
1994-11-06,Albacete,Compostela,1.0,3.0,Albacete,Compostela
1994-11-19,QPR,Leeds,3.0,2.0,Leeds,QPR
1994-11-19,Ipswich,Blackburn,1.0,3.0,Blackburn,Ipswich
1994-11-19,Coventry,Norwich,1.0,0.0,Coventry,Norwich
1994-11-20,Ath Madrid,Logrones,3.0,0.0,Ath Madrid,Logrones
1994-11-26,Man City,Wimbledon,2.0,0.0,Man City,Wimbledon
1994-11-27,Logrones,Valencia,2.0,2.0,Logrones,Valencia
1994-12-03,Sheffield Weds,Crystal Palace,1.0,0.0,Crystal Palace,Sheffield Weds
1994-12-04,Tenerife,Logrones,4.0,0.0,Logrones,Tenerife
1994-12-10,Nott'm Forest,Ipswich,4.0,1.0,Ipswich,Nott'm Forest
1994-12-11,Logrones,Sociedad,0.0,4.0,Logrones,Sociedad
1994-12-11,Albacete,Tenerife,2.0,1.0,Albacete,Tenerife
1994-12-16,Ipswich,Wimbledon,2.0,2.0,Ipswich,Wimbledon
1994-12-17,Sheffield Weds,QPR,0.0,2.0,QPR,Sheffield Weds
1994-12-21,Oviedo,Logrones,1.0,0.0,Logrones,Oviedo
1994-12-26,Crystal Palace,QPR,0.0,0.0,Crystal Palace,QPR
1994-12-27,Nott'm Forest,Norwich,1.0,0.0,Norwich,Nott'm Forest
1995-01-08,Logrones,Valladolid,0.0,0.0,Logrones,Valladolid
1995-01-08,Albacete,Oviedo,1.0,0.0,Albacete,Oviedo
1995-01-14,Man City,Coventry,0.0,0.0,Coventry,Man City
1995-01-14,Norwich,Wimbledon,1.0,2.0,Norwich,Wimbledon
1995-01-15,Barcelona,Logrones,3.0,0.0,Barcelona,Logrones
1995-01-21,Logrones,La Coruna,0.0,1.0,La Coruna,Logrones
1995-01-24,Leeds,QPR,4.0,0.0,Leeds,QPR
1995-01-25,Norwich,Coventry,2.0,2.0,Coventry,Norwich
1995-01-28,Blackburn,Ipswich,4.0,1.0,Blackburn,Ipswich
1995-01-29,Celta,Logrones,0.0,1.0,Celta,Logrones
1995-02-04,Ipswich,Crystal Palace,0.0,2.0,Crystal Palace,Ipswich
1995-02-05,Betis,Logrones,1.0,0.0,Betis,Logrones
1995-02-05,Celta,Albacete,0.0,0.0,Albacete,Celta
1995-02-11,Crystal Palace,Coventry,0.0,2.0,Coventry,Crystal Palace
1995-02-12,Logrones,Real Madrid,1.0,4.0,Logrones,Real Madrid
1995-02-19,Logrones,Sevilla,0.0,2.0,Logrones,Sevilla
1995-02-19,Real Madrid,Albacete,0.0,0.0,Albacete,Real Madrid
1995-02-22,Man City,Ipswich,2.0,0.0,Ipswich,Man City
1995-02-25,Blackburn,Norwich,0.0,0.0,Blackburn,Norwich
1995-02-26,QPR,Nott'm Forest,1.0,1.0,Nott'm Forest,QPR
1995-02-26,Albacete,Logrones,0.0,0.0,Albacete,Logrones
1995-03-04,Wimbledon,QPR,1.0,3.0,QPR,Wimbledon
1995-03-05,Logrones,Ath Bilbao,0.0,1.0,Ath Bilbao,Logrones
1995-03-08,QPR,Leicester,2.0,0.0,Leicester,QPR
1995-03-08,Norwich,Sheffield Weds,0.0,0.0,Norwich,Sheffield Weds
1995-03-12,Sp Gijon,Logrones,2.0,2.0,Logrones,Sp Gijon
1995-03-14,Crystal Palace,Sheffield Weds,2.0,1.0,Crystal Palace,Sheffield Weds
1995-03-15,QPR,Norwich,2.0,0.0,Norwich,QPR
1995-03-18,Wimbledon,Crystal Palace,2.0,0.0,Crystal Palace,Wimbledon
1995-03-18,Man City,Sheffield Weds,3.0,2.0,Man City,Sheffield Weds
1995-03-19,Logrones,Santander,0.0,1.0,Logrones,Santander
1995-03-19,Albacete,Sp Gijon,1.0,2.0,Albacete,Sp Gijon
1995-03-20,Norwich,Ipswich,3.0,0.0,Ipswich,Norwich
1995-03-21,Wimbledon,Man City,2.0,0.0,Man City,Wimbledon
1995-04-01,Coventry,QPR,0.0,1.0,Coventry,QPR
1995-04-02,Espanol,Logrones,2.0,0.0,Espanol,Logrones
1995-04-04,QPR,Blackburn,0.0,1.0,Blackburn,QPR
1995-04-05,Leeds,Ipswich,4.0,0.0,Ipswich,Leeds
1995-04-09,Logrones,Compostela,0.0,4.0,Compostela,Logrones
1995-04-11,Ipswich,QPR,0.0,1.0,Ipswich,QPR
1995-04-12,Norwich,Nott'm Forest,0.0,1.0,Norwich,Nott'm Forest
1995-04-15,Zaragoza,Logrones,3.0,0.0,Logrones,Zaragoza
1995-04-16,Compostela,Albacete,0.0,0.0,Albacete,Compostela
1995-04-17,QPR,Crystal Palace,0.0,1.0,Crystal Palace,QPR
1995-04-19,Blackburn,Crystal Palace,2.0,1.0,Blackburn,Crystal Palace
1995-04-23,Logrones,Ath Madrid,0.0,0.0,Ath Madrid,Logrones
1995-04-30,Valencia,Logrones,3.0,0.0,Logrones,Valencia
1995-05-06,Ipswich,Coventry,2.0,0.0,Coventry,Ipswich
1995-05-06,Leeds,Norwich,2.0,1.0,Leeds,Norwich
1995-05-07,Logrones,Tenerife,4.0,2.0,Logrones,Tenerife
1995-05-14,Sheffield Weds,Ipswich,4.0,1.0,Ipswich,Sheffield Weds
1995-05-14,Sociedad,Logrones,6.0,0.0,Logrones,Sociedad
1995-05-14,Tenerife,Albacete,2.0,2.0,Albacete,Tenerife
1995-05-21,Compostela,Sevilla,0.0,4.0,Compostela,Sevilla
1995-05-21,Logrones,Oviedo,0.0,2.0,Logrones,Oviedo
1995-05-27,Oviedo,Albacete,1.0,3.0,Albacete,Oviedo
1995-05-28,Valladolid,Logrones,2.0,1.0,Logrones,Valladolid
1995-06-04,Albacete,Valladolid,1.0,0.0,Albacete,Valladolid
1995-06-04,Logrones,Barcelona,1.0,4.0,Barcelona,Logrones
1995-06-10,La Coruna,Logrones,5.0,0.0,La Coruna,Logrones
1995-06-18,Logrones,Celta,0.0,3.0,Celta,Logrones
1995-08-19,Blackburn,QPR,1.0,0.0,Blackburn,QPR
1995-08-19,Wimbledon,Bolton,3.0,2.0,Bolton,Wimbledon
1995-08-23,Coventry,Man City,2.0,1.0,Coventry,Man City
1995-08-23,QPR,Wimbledon,0.0,3.0,QPR,Wimbledon
1995-09-02,Sp Gijon,Albacete,3.0,0.0,Albacete,Sp Gijon
1995-09-03,Merida,Betis,1.0,1.0,Betis,Merida
1995-09-09,QPR,Sheffield Weds,0.0,3.0,QPR,Sheffield Weds
1995-09-09,Barcelona,Merida,2.0,2.0,Barcelona,Merida
1995-09-16,Leeds,QPR,1.0,3.0,Leeds,QPR
1995-09-17,Merida,Valencia,0.0,2.0,Merida,Valencia
1995-09-24,Albacete,Celta,4.0,0.0,Albacete,Celta
1995-09-24,Compostela,Merida,1.0,0.0,Compostela,Merida
1995-09-30,Bolton,QPR,0.0,1.0,Bolton,QPR
1995-10-01,Merida,Salamanca,0.0,0.0,Merida,Salamanca
1995-10-04,Compostela,Vallecano,1.0,0.0,Compostela,Vallecano
1995-10-04,Tenerife,Merida,1.0,0.0,Merida,Tenerife
1995-10-04,Albacete,Valladolid,4.0,2.0,Albacete,Valladolid
1995-10-08,Merida,Albacete,1.0,1.0,Albacete,Merida
1995-10-08,Vallecano,Salamanca,1.0,4.0,Salamanca,Vallecano
1995-10-15,Sociedad,Merida,1.0,2.0,Merida,Sociedad
1995-10-15,Albacete,Zaragoza,0.0,1.0,Albacete,Zaragoza
1995-10-21,Nott'm Forest,Bolton,3.0,2.0,Bolton,Nott'm Forest
1995-10-21,Middlesbrough,QPR,1.0,0.0,Middlesbrough,QPR
1995-10-22,Merida,Santander,3.0,1.0,Merida,Santander
1995-10-22,Vallecano,Albacete,2.0,0.0,Albacete,Vallecano
1995-10-28,QPR,Nott'm Forest,1.0,1.0,Nott'm Forest,QPR
1995-10-28,Albacete,Real Madrid,1.0,1.0,Albacete,Real Madrid
1995-10-29,Ath Madrid,Merida,1.0,1.0,Ath Madrid,Merida
1995-11-05,Oviedo,Albacete,1.0,0.0,Albacete,Oviedo
1995-11-05,Merida,Sp Gijon,1.0,0.0,Merida,Sp Gijon
1995-11-12,Sevilla,Merida,3.0,0.0,Merida,Sevilla
1995-11-18,Sheffield Weds,Man City,1.0,1.0,Man City,Sheffield Weds
1995-11-19,QPR,Coventry,1.0,1.0,Coventry,QPR
1995-11-19,Merida,Espanol,0.0,1.0,Espanol,Merida
1995-11-19,Compostela,Salamanca,0.0,0.0,Compostela,Salamanca
1995-11-22,Man City,Wimbledon,1.0,0.0,Man City,Wimbledon
1995-11-26,Celta,Merida,2.0,0.0,Celta,Merida
1995-12-02,QPR,Middlesbrough,1.0,1.0,Middlesbrough,QPR
1995-12-02,Bolton,Nott'm Forest,1.0,1.0,Bolton,Nott'm Forest
1995-12-03,Merida,La Coruna,0.0,2.0,La Coruna,Merida
1995-12-03,Compostela,Albacete,3.0,1.0,Albacete,Compostela
1995-12-10,Valladolid,Merida,1.0,1.0,Merida,Valladolid
1995-12-10,Albacete,Salamanca,3.0,3.0,Albacete,Salamanca
1995-12-16,QPR,Bolton,2.0,1.0,Bolton,QPR
1995-12-17,Ath Bilbao,Merida,1.0,1.0,Ath Bilbao,Merida
1995-12-17,Tenerife,Albacete,1.0,3.0,Albacete,Tenerife
1995-12-20,Albacete,Ath Bilbao,2.0,0.0,Albacete,Ath Bilbao
1995-12-20,Merida,Zaragoza,1.0,1.0,Merida,Zaragoza
1995-12-30,Bolton,Coventry,1.0,2.0,Bolton,Coventry
1996-01-01,Sheffield Weds,Bolton,4.0,2.0,Bolton,Sheffield Weds
1996-01-03,Vallecano,Merida,4.0,1.0,Merida,Vallecano
1996-01-07,Sp Gijon,Salamanca,3.0,2.0,Salamanca,Sp Gijon
1996-01-07,Sevilla,Compostela,0.0,1.0,Compostela,Sevilla
1996-01-07,Merida,Real Madrid,2.0,2.0,Merida,Real Madrid
1996-01-13,QPR,Blackburn,0.0,1.0,Blackburn,QPR
1996-01-13,Bolton,Wimbledon,1.0,0.0,Bolton,Wimbledon
1996-01-14,Salamanca,Sevilla,4.0,1.0,Salamanca,Sevilla
1996-01-14,Oviedo,Merida,0.0,0.0,Merida,Oviedo
1996-01-20,Man City,Coventry,1.0,1.0,Coventry,Man City
1996-01-20,Wimbledon,QPR,2.0,1.0,QPR,Wimbledon
1996-01-21,Albacete,Sp Gijon,1.0,3.0,Albacete,Sp Gijon
1996-01-21,Betis,Merida,0.0,1.0,Betis,Merida
1996-01-21,Compostela,Celta,1.0,1.0,Celta,Compostela
1996-01-21,Salamanca,Espanol,2.0,2.0,Espanol,Salamanca
1996-01-24,Sevilla,Albacete,1.0,1.0,Albacete,Sevilla
1996-01-24,Celta,Salamanca,2.0,1.0,Celta,Salamanca
1996-01-24,La Coruna,Compostela,2.0,0.0,Compostela,La Coruna
1996-01-25,Merida,Barcelona,0.0,0.0,Barcelona,Merida
1996-01-27,Salamanca,La Coruna,0.0,5.0,La Coruna,Salamanca
1996-01-28,Albacete,Espanol,0.0,0.0,Albacete,Espanol
1996-01-28,Compostela,Valladolid,1.0,3.0,Compostela,Valladolid
1996-01-28,Valencia,Merida,4.0,1.0,Merida,Valencia
1996-02-04,Celta,Albacete,2.0,2.0,Albacete,Celta
1996-02-04,Valladolid,Salamanca,1.0,0.0,Salamanca,Valladolid
1996-02-04,Merida,Compostela,0.0,2.0,Compostela,Merida
1996-02-11,Salamanca,Merida,2.0,2.0,Merida,Salamanca
1996-02-11,Compostela,Zaragoza,3.0,2.0,Compostela,Zaragoza
1996-02-11,Albacete,La Coruna,1.0,0.0,Albacete,La Coruna
